round,work_amount,round_duration
0,0,10000000
1,0,10000000
2,0,10000000
3,0,10000000
4,0,10000000
5,0,10000000
6,0,10000000
7,0,0
8,0,20000000
9,0,10000000
10,0,10000000
11,0,10000000
12,0,10000000
13,0,10000000
14,0,0
15,0,10000000
16,0,0
17,0,10000000
18,0,10000000
19,0,10000000
20,0,10000000
21,0,10000000
22,0,10000000
23,0,10000000
24,0,10000000
25,0,10000000
26,0,10000000
27,0,20000000
28,0,10000000
29,0,10000000
30,0,10000000
31,0,10000000
32,0,0
33,0,10000000
34,0,20000000
35,0,10000000
36,0,10000000
37,0,10000000
38,0,10000000
39,0,10000000
40,0,10000000
41,0,10000000
42,0,10000000
43,0,10000000
44,0,10000000
45,0,10000000
46,0,10000000
47,0,10000000
48,0,10000000
49,0,10000000
50,0,10000000
51,0,10000000
52,0,10000000
53,0,10000000
54,0,10000000
55,0,10000000
56,0,10000000
57,0,20000000
58,0,0
59,0,20000000
60,0,10000000
61,0,0
62,0,10000000
63,0,10000000
64,0,10000000
65,0,10000000
66,0,10000000
67,0,10000000
68,0,10000000
69,0,10000000
70,0,10000000
71,0,0
72,0,20000000
73,0,0
74,0,20000000
75,0,0
76,0,10000000
77,0,10000000
78,0,10000000
79,0,0
80,0,10000000
81,0,10000000
82,0,10000000
83,0,10000000
84,0,10000000
85,0,10000000
86,0,10000000
87,0,10000000
88,0,10000000
89,0,10000000
